Birthday,Zip Code,Wear Glasses?,Allergic to Dogs?,Brown Hair?,Blue Eyes?
11/23/1953,14213,No,Yes,Yes,No
6/7/1933,14206,Yes,Yes,Yes,No
9/28/1930,14210,Yes,Yes,Yes,Yes
8/3/1968,14208,Yes,No,Yes,No
10/17/1935,14218,Yes,Yes,Yes,No
1/10/1979,14213,Yes,No,Yes,Yes
1/31/2007,14223,No,Yes,Yes,Yes
9/12/1985,14216,No,Yes,Yes,Yes
2/26/1905,14204,No,Yes,Yes,Yes
9/8/1965,14223,No,No,Yes,Yes
2/28/1941,14210,No,Yes,Yes,Yes
4/26/1965,14211,No,Yes,Yes,Yes
10/23/1923,14211,No,No,Yes,No
10/4/1979,14212,No,No,Yes,Yes
1/23/1900,14208,No,Yes,Yes,Yes
7/30/1977,14206,No,No,No,Yes
10/23/1952,14223,Yes,Yes,Yes,No
3/15/1992,14214,No,No,Yes,Yes
6/6/1906,14206,No,No,Yes,Yes
5/23/2005,14223,Yes,No,Yes,Yes
9/21/1931,14214,No,Yes,Yes,Yes
2/10/1998,14213,No,Yes,Yes,Yes
1/27/2003,14223,Yes,No,Yes,Yes
5/29/1951,14210,Yes,No,Yes,Yes
4/17/1916,14201,No,No,No,Yes
10/9/1934,14206,No,Yes,No,Yes
2/1/1983,14215,No,Yes,Yes,No
9/29/1936,14218,Yes,Yes,Yes,Yes
12/16/1971,14201,No,No,Yes,Yes
10/17/1938,14223,Yes,Yes,Yes,No
1/24/1992,14214,Yes,No,Yes,Yes
7/30/1951,14210,Yes,Yes,Yes,Yes
11/5/1910,14214,No,Yes,Yes,Yes
7/19/1935,14204,Yes,No,No,No
9/2/1976,14214,Yes,Yes,No,No
1/24/1999,14220,Yes,Yes,Yes,Yes
10/12/1982,14222,Yes,Yes,Yes,Yes
10/23/1998,14207,Yes,Yes,No,No
4/24/1985,14208,Yes,Yes,Yes,No
5/8/1970,14210,Yes,Yes,Yes,No
9/10/1936,14213,No,Yes,Yes,Yes
9/20/1914,14206,No,Yes,Yes,Yes
12/28/1959,14213,No,No,Yes,Yes
4/2/1913,14212,Yes,Yes,Yes,No
8/8/1981,14223,Yes,Yes,Yes,Yes
9/31/1962,14216,No,No,Yes,Yes
11/6/1972,14206,Yes,Yes,Yes,Yes
2/9/1988,14223,Yes,Yes,Yes,Yes
11/4/1921,14213,No,No,Yes,Yes
10/27/1990,14201,Yes,Yes,Yes,No
3/15/1966,14213,Yes,No,Yes,Yes
7/2/1956,14213,No,Yes,Yes,Yes
6/3/1986,14213,No,Yes,Yes,Yes
8/31/1990,14223,No,Yes,Yes,Yes
1/5/1967,14210,Yes,Yes,Yes,Yes
7/9/1986,14214,No,Yes,Yes,No
4/4/2005,14204,No,Yes,Yes,No
6/18/1992,14212,Yes,Yes,Yes,Yes
9/11/1931,14204,Yes,Yes,No,No
1/14/2000,14213,Yes,No,Yes,Yes
7/23/1956,14223,No,Yes,Yes,Yes
10/26/1928,14206,No,No,No,Yes
11/9/1902,14223,No,Yes,Yes,No
11/11/1919,14210,Yes,No,No,Yes
1/20/1988,14206,No,Yes,Yes,No
3/6/1922,14212,No,No,No,Yes
3/10/1994,14208,Yes,No,Yes,Yes
11/28/1985,14206,No,No,No,Yes
8/4/1952,14213,Yes,Yes,Yes,Yes
4/9/1940,14220,Yes,No,Yes,Yes
9/13/1990,14213,Yes,No,Yes,Yes
7/30/1948,14225,No,Yes,Yes,No
6/30/1979,14213,Yes,No,Yes,Yes
10/18/1948,14201,Yes,Yes,Yes,Yes
5/23/1942,14210,Yes,Yes,Yes,Yes
1/2/1959,14214,No,Yes,Yes,Yes
8/5/1972,14223,No,Yes,Yes,No
6/20/1927,14218,No,No,Yes,Yes
3/5/1954,14206,Yes,No,No,No
2/18/1951,14215,No,No,No,Yes
10/2/1941,14213,No,Yes,Yes,Yes
2/11/1919,14210,No,Yes,Yes,Yes
10/26/1958,14208,No,No,Yes,Yes
11/8/1918,14218,Yes,Yes,No,Yes
8/30/1991,14202,No,No,No,No
11/9/1964,14206,Yes,No,No,No
4/19/1939,14212,Yes,No,Yes,Yes
6/17/1912,14215,No,No,Yes,Yes
10/7/1965,14213,Yes,No,No,Yes
9/15/1971,14201,Yes,No,Yes,Yes
3/7/1948,14204,No,No,No,Yes
12/10/1929,14203,No,Yes,Yes,Yes
8/15/2009,14212,No,No,Yes,Yes
4/6/1947,14214,No,Yes,Yes,Yes
8/27/1941,14208,No,Yes,No,No
9/27/1995,14211,No,No,No,Yes
10/25/2003,14213,Yes,Yes,Yes,Yes
8/6/2005,14211,Yes,Yes,Yes,No
8/11/1915,14210,Yes,Yes,Yes,Yes
12/6/2002,14214,No,Yes,No,No
12/3/1962,14212,Yes,No,No,Yes
9/18/1904,14210,No,No,Yes,No
5/31/1937,14206,No,Yes,Yes,Yes
3/21/1956,14210,No,Yes,No,Yes
9/12/1968,14202,No,No,No,Yes
10/21/1931,14214,No,Yes,Yes,Yes
12/19/1981,14215,No,Yes,No,No
5/11/1966,14214,No,No,Yes,No
7/30/1946,14208,No,No,Yes,No
9/15/2003,14210,Yes,Yes,Yes,Yes
9/13/1929,14212,Yes,No,Yes,Yes
9/8/1949,14223,Yes,No,Yes,Yes
12/3/1935,14206,Yes,Yes,Yes,Yes
4/11/1948,14216,No,Yes,Yes,No
3/9/1968,14206,No,No,No,Yes
1/29/1971,14215,Yes,Yes,No,Yes
9/29/1987,14210,No,Yes,Yes,Yes
1/9/1950,14204,No,No,No,Yes
4/21/1926,14203,Yes,No,Yes,Yes
7/10/1915,14223,No,Yes,No,Yes
6/21/1910,14215,Yes,Yes,Yes,Yes
10/2/1981,14210,Yes,Yes,Yes,Yes
7/10/1977,14204,Yes,No,No,Yes
12/20/1994,14214,Yes,Yes,Yes,Yes
3/22/1978,14202,Yes,Yes,Yes,Yes
4/18/1920,14213,No,Yes,Yes,Yes
7/28/2009,14212,No,No,Yes,Yes
4/13/1938,14202,Yes,No,Yes,Yes
8/2/1978,14210,Yes,No,No,Yes
11/18/2009,14208,Yes,No,Yes,Yes
2/16/1911,14218,Yes,Yes,Yes,Yes
11/30/2007,14211,Yes,No,Yes,Yes
1/13/1968,14216,Yes,Yes,Yes,Yes
3/14/1951,14212,Yes,No,Yes,Yes
10/27/1957,14204,No,No,Yes,No
9/29/1917,14201,Yes,Yes,Yes,No
6/14/1979,14213,Yes,No,Yes,No
4/31/1997,14215,Yes,Yes,Yes,Yes
12/28/1913,14201,No,No,No,Yes
2/26/1997,14214,No,Yes,Yes,Yes
3/13/1900,14204,No,Yes,Yes,Yes
2/5/1933,14213,No,Yes,Yes,Yes
12/9/1951,14210,Yes,Yes,Yes,Yes
6/7/2004,14215,No,Yes,Yes,Yes
11/23/1953,14223,No,No,Yes,Yes
5/26/1941,14208,Yes,No,Yes,Yes
6/8/1962,14203,Yes,No,Yes,Yes
8/25/1927,14210,Yes,Yes,No,Yes
4/16/1991,14213,Yes,Yes,No,Yes
8/26/1978,14223,Yes,Yes,Yes,Yes
6/25/2001,14201,Yes,Yes,Yes,Yes
6/11/1930,14204,Yes,Yes,Yes,No
12/20/1971,14222,Yes,Yes,Yes,No
1/19/1995,14202,No,No,Yes,No
12/17/1941,14206,Yes,No,Yes,Yes
3/26/1975,14222,No,No,Yes,Yes
9/22/1989,14212,No,Yes,Yes,No
6/5/1908,14213,Yes,Yes,Yes,Yes
4/3/1909,14206,Yes,Yes,Yes,No
6/18/1961,14223,Yes,No,Yes,Yes
1/10/1976,14210,No,No,Yes,Yes
4/4/1925,14212,No,No,Yes,Yes
10/5/1900,14223,No,Yes,Yes,Yes
4/17/1993,14214,Yes,Yes,No,Yes
1/16/1979,14218,Yes,No,Yes,Yes
12/16/1952,14223,Yes,Yes,No,No
1/6/1946,14204,No,Yes,No,Yes
5/5/1925,14204,No,Yes,Yes,No
1/31/1995,14210,No,No,Yes,Yes
8/23/1932,14215,Yes,Yes,No,Yes
3/18/1963,14206,Yes,No,Yes,Yes
9/27/1917,14210,No,Yes,No,Yes
9/27/1934,14208,Yes,Yes,Yes,Yes
1/31/1930,14201,No,Yes,Yes,Yes
2/23/1989,14212,No,No,No,Yes
4/10/1906,14215,Yes,Yes,No,Yes
5/1/1946,14206,No,No,No,Yes
3/23/1902,14204,Yes,Yes,No,Yes
12/10/1903,14223,Yes,Yes,No,Yes
6/9/1900,14213,No,No,Yes,Yes
1/4/2002,14212,Yes,Yes,Yes,Yes
10/1/1905,14206,No,Yes,Yes,No
3/21/1973,14213,No,No,Yes,Yes
11/14/1978,14210,No,No,Yes,No
8/20/1978,14215,No,Yes,Yes,Yes
5/28/1939,14222,No,Yes,Yes,Yes
4/5/1917,14218,Yes,Yes,No,No
3/19/1972,14223,No,Yes,Yes,Yes
12/7/1985,14215,No,Yes,No,Yes
10/23/1913,14213,Yes,Yes,Yes,Yes
7/31/1995,14214,Yes,Yes,Yes,Yes
2/16/1923,14202,No,No,Yes,Yes
11/11/1932,14212,Yes,Yes,Yes,Yes
12/11/1931,14213,Yes,No,Yes,Yes
4/17/1928,14213,No,Yes,No,Yes
3/3/1940,14214,No,Yes,Yes,Yes
3/16/1961,14216,No,No,Yes,Yes
10/17/1967,14206,No,No,Yes,No
11/15/2003,14223,No,Yes,Yes,No
12/4/1926,14214,Yes,Yes,Yes,Yes
6/12/1924,14208,Yes,No,Yes,Yes
10/15/1959,14212,Yes,No,No,Yes
3/23/1978,14201,No,Yes,Yes,Yes
3/5/1945,14223,No,Yes,No,Yes
5/1/1963,14216,Yes,Yes,Yes,Yes
6/29/1980,14214,No,Yes,Yes,Yes
6/2/1989,14201,No,Yes,Yes,Yes
9/20/1949,14215,No,Yes,Yes,Yes
4/27/1935,14223,No,Yes,Yes,No
11/24/1923,14213,No,Yes,Yes,Yes
3/28/1921,14210,Yes,No,Yes,Yes
2/26/1946,14210,Yes,No,Yes,Yes
3/10/1936,14206,No,No,Yes,No
9/28/1976,14223,No,Yes,No,No
9/28/1948,14204,Yes,No,Yes,Yes
6/23/1906,14204,Yes,Yes,Yes,Yes
6/1/1950,14223,Yes,No,Yes,No
12/23/1928,14210,No,Yes,Yes,Yes
9/23/2008,14203,Yes,Yes,No,Yes
1/5/1933,14210,Yes,No,Yes,Yes
1/15/1965,14210,Yes,No,No,Yes
12/22/1905,14223,Yes,Yes,No,No
4/17/2010,14204,No,No,Yes,No
11/7/1915,14213,No,No,No,Yes
8/19/1937,14220,Yes,Yes,Yes,No
1/16/1909,14202,No,Yes,No,Yes
4/15/1908,14204,Yes,Yes,Yes,Yes
8/21/1986,14212,Yes,Yes,Yes,No
3/20/1933,14215,No,No,Yes,Yes
3/10/1909,14215,No,No,Yes,No
2/4/1944,14218,Yes,Yes,Yes,Yes
8/22/1970,14208,Yes,No,Yes,Yes
5/1/1909,14201,No,Yes,No,Yes
5/29/1902,14215,Yes,Yes,No,Yes
10/27/1922,14212,Yes,Yes,Yes,Yes
10/27/2007,14223,No,No,No,Yes
4/3/1908,14206,No,Yes,Yes,Yes
5/6/1926,14216,Yes,Yes,Yes,Yes
4/16/1933,14206,Yes,Yes,Yes,Yes
8/9/1912,14222,Yes,No,Yes,Yes
10/24/1948,14201,Yes,Yes,Yes,Yes
9/11/1965,14203,Yes,Yes,Yes,Yes
12/31/1907,14213,Yes,Yes,Yes,No
8/22/1931,14214,No,Yes,Yes,Yes
8/12/1965,14212,Yes,No,Yes,No
3/11/1929,14208,No,Yes,Yes,No
5/9/1933,14215,Yes,Yes,Yes,Yes
4/9/1913,14214,No,Yes,Yes,Yes
10/23/1936,14213,No,Yes,No,No
1/9/1978,14214,No,Yes,No,No
9/5/1971,14215,No,No,Yes,Yes
2/4/1967,14210,No,No,Yes,Yes
8/8/1960,14213,No,Yes,Yes,Yes
12/28/1904,14212,Yes,Yes,Yes,Yes
7/12/1982,14211,Yes,Yes,Yes,No
7/4/2000,14218,Yes,No,Yes,Yes
10/6/1949,14214,Yes,No,No,Yes
4/21/1986,14215,No,Yes,Yes,Yes
2/28/1991,14215,No,Yes,Yes,Yes
3/9/1918,14212,Yes,Yes,Yes,Yes
8/30/1989,14215,Yes,Yes,Yes,Yes
9/23/1994,14214,Yes,No,Yes,No
7/21/1901,14201,No,No,Yes,Yes
2/23/1907,14210,Yes,Yes,Yes,Yes
2/14/1916,14214,No,Yes,No,Yes
3/6/1963,14213,Yes,Yes,Yes,No
3/28/1998,14210,No,Yes,Yes,Yes
12/14/2000,14210,Yes,Yes,Yes,Yes
12/25/1942,14212,No,Yes,Yes,No
2/19/1942,14201,No,No,Yes,Yes
8/17/1989,14214,No,No,Yes,Yes
4/21/1951,14208,No,Yes,No,Yes
9/1/1977,14213,No,No,Yes,Yes
2/17/1906,14206,Yes,Yes,Yes,Yes
7/20/1926,14210,Yes,No,No,Yes
8/1/1939,14210,No,Yes,No,Yes
3/20/1963,14201,No,Yes,No,Yes
6/17/1948,14204,Yes,No,Yes,Yes
8/22/1903,14204,Yes,Yes,Yes,No
11/13/1913,14203,Yes,Yes,Yes,Yes
8/21/2002,14210,Yes,Yes,Yes,Yes
4/2/1961,14213,No,Yes,Yes,Yes
11/24/1932,14218,No,No,Yes,Yes
4/10/1955,14213,No,Yes,Yes,No
10/21/1960,14213,Yes,No,Yes,Yes
2/21/1910,14203,Yes,Yes,Yes,Yes
11/23/1995,14211,No,Yes,Yes,Yes
9/11/1925,14213,No,Yes,No,Yes
7/30/1914,14212,No,Yes,Yes,Yes
10/21/1951,14212,No,Yes,Yes,No
6/15/1907,14214,Yes,Yes,Yes,No
12/25/1952,14214,Yes,No,Yes,No
4/15/1936,14215,No,Yes,No,Yes
6/14/1911,14204,No,Yes,Yes,Yes
11/28/2006,14214,No,Yes,No,Yes
2/15/1972,14201,No,Yes,No,Yes
9/19/1922,14210,No,Yes,No,Yes
7/17/1997,14223,No,Yes,Yes,Yes
9/28/1906,14215,Yes,Yes,No,Yes
7/28/1949,14201,Yes,No,Yes,Yes
10/7/1970,14223,No,Yes,Yes,Yes
9/20/1951,14206,Yes,No,No,Yes
10/17/1970,14204,Yes,Yes,No,Yes
7/5/1946,14212,Yes,Yes,Yes,Yes
7/16/1967,14215,No,Yes,Yes,Yes
12/12/1926,14213,No,No,Yes,Yes
12/20/1914,14223,No,No,Yes,Yes
2/29/1970,14210,Yes,No,No,Yes
4/15/2001,14212,Yes,Yes,Yes,No
4/16/1935,14208,No,Yes,Yes,Yes
4/3/1950,14204,Yes,No,Yes,Yes
8/19/2009,14202,Yes,No,Yes,Yes
12/1/1979,14202,No,Yes,Yes,Yes
5/21/1990,14210,Yes,No,Yes,Yes
10/1/1998,14206,No,Yes,Yes,Yes
9/7/1900,14223,No,Yes,Yes,No
5/9/1921,14206,No,Yes,Yes,Yes
10/28/1902,14210,Yes,Yes,Yes,Yes
10/9/1911,14212,Yes,Yes,No,Yes
12/24/1963,14213,No,No,Yes,Yes
1/17/1931,14218,Yes,No,Yes,No
9/1/1981,14206,Yes,No,No,Yes
4/18/1964,14206,No,Yes,Yes,Yes
3/1/1903,14204,Yes,Yes,No,No
10/13/1930,14214,No,Yes,Yes,Yes
12/11/1929,14202,No,Yes,Yes,Yes
12/11/1920,14210,No,No,Yes,Yes
4/7/1911,14204,Yes,Yes,Yes,Yes
2/17/1933,14213,No,No,Yes,Yes
1/22/1970,14202,Yes,No,Yes,Yes
6/13/1922,14211,No,No,Yes,Yes
1/13/1920,14218,Yes,No,No,Yes
2/31/1927,14210,No,Yes,Yes,No
10/3/1979,14223,No,Yes,Yes,Yes
10/6/1944,14223,No,Yes,Yes,Yes
8/18/1938,14210,No,No,Yes,Yes
10/27/1978,14206,Yes,No,Yes,Yes
8/21/1922,14223,Yes,Yes,Yes,Yes
3/21/1932,14210,No,Yes,No,Yes
6/10/1920,14213,Yes,No,Yes,Yes
6/2/1963,14212,Yes,No,Yes,Yes
3/9/2007,14206,Yes,Yes,No,Yes
3/10/1912,14202,No,Yes,Yes,Yes
11/12/1966,14202,Yes,Yes,No,Yes
6/4/1925,14214,No,No,Yes,No
11/7/1909,14203,Yes,No,No,Yes
12/27/1983,14202,Yes,No,Yes,Yes
3/16/1907,14204,No,No,Yes,Yes
6/5/1921,14215,No,Yes,Yes,Yes
12/30/1901,14223,No,No,Yes,No
7/13/1928,14206,Yes,No,Yes,Yes
6/24/1904,14223,Yes,Yes,Yes,Yes
6/1/1967,14213,No,Yes,Yes,No
6/6/1988,14223,Yes,Yes,No,Yes
12/17/1937,14214,No,No,Yes,Yes
4/18/1965,14206,Yes,Yes,No,Yes
1/17/2010,14206,No,Yes,Yes,Yes
1/8/1951,14208,Yes,Yes,Yes,Yes
11/29/1964,14220,No,No,Yes,Yes
8/7/1977,14210,No,No,No,Yes
1/10/1982,14213,Yes,Yes,Yes,Yes
1/12/1931,14201,Yes,Yes,No,Yes
8/4/1988,14214,No,Yes,Yes,Yes
12/23/1995,14210,No,Yes,Yes,Yes
8/3/1976,14201,No,Yes,Yes,Yes
1/14/1967,14214,Yes,Yes,Yes,Yes
7/30/2001,14212,Yes,No,Yes,Yes
6/12/1952,14215,No,Yes,Yes,Yes
12/16/1935,14210,Yes,No,No,No
11/22/1968,14204,Yes,No,No,Yes
8/4/1903,14213,No,No,No,Yes
8/4/1928,14215,No,Yes,Yes,Yes
11/23/1930,14213,No,No,Yes,Yes
1/1/2004,14213,Yes,Yes,Yes,Yes
3/20/1914,14206,No,Yes,Yes,Yes
12/15/1905,14210,Yes,No,Yes,Yes
6/22/1949,14202,No,No,No,Yes
4/25/1921,14208,No,Yes,No,Yes
8/18/1948,14208,No,Yes,Yes,Yes
11/11/1979,14203,No,No,Yes,Yes
5/27/1959,14223,No,No,Yes,Yes
8/26/1908,14223,No,Yes,No,Yes
10/30/1967,14210,Yes,Yes,Yes,Yes
6/12/2003,14203,Yes,Yes,Yes,Yes
4/16/1981,14212,Yes,No,Yes,Yes
5/7/1998,14222,No,Yes,Yes,Yes
2/15/1908,14213,No,No,No,Yes
3/30/1921,14218,Yes,Yes,No,No
11/27/1957,14202,No,Yes,Yes,Yes
3/4/1955,14210,No,Yes,Yes,Yes
1/16/2009,14212,Yes,No,Yes,Yes
3/3/1980,14202,Yes,Yes,Yes,No
6/18/1970,14208,Yes,No,Yes,Yes
10/25/1995,14212,No,Yes,No,No
1/13/2007,14211,No,Yes,Yes,Yes
5/29/1909,14215,Yes,Yes,Yes,Yes
1/2/1984,14212,Yes,Yes,Yes,Yes
2/19/1968,14213,Yes,Yes,Yes,Yes
7/22/1994,14213,Yes,No,No,Yes
11/24/1907,14216,Yes,Yes,No,Yes
3/13/1980,14206,No,Yes,Yes,No
7/27/1959,14203,No,No,Yes,Yes
3/9/1925,14223,Yes,Yes,Yes,Yes
12/31/1978,14215,Yes,No,Yes,Yes
10/15/1914,14223,No,No,Yes,Yes
8/26/1984,14213,Yes,No,Yes,Yes
5/4/1939,14213,No,Yes,No,Yes
3/25/1981,14223,Yes,Yes,Yes,Yes
8/17/1993,14215,Yes,No,Yes,Yes
11/2/1967,14203,No,No,Yes,Yes
5/21/1948,14206,Yes,Yes,No,Yes
6/8/1994,14212,Yes,No,Yes,Yes
7/8/1934,14215,No,Yes,Yes,Yes
6/27/1969,14222,No,No,Yes,Yes
11/17/2008,14206,No,Yes,Yes,Yes
7/14/1985,14213,Yes,Yes,Yes,Yes
9/18/1906,14222,No,No,No,Yes
7/31/1973,14206,Yes,Yes,Yes,Yes
7/14/1913,14206,Yes,Yes,No,Yes
4/23/1993,14203,No,Yes,Yes,Yes
7/11/1990,14223,Yes,Yes,Yes,Yes
4/20/1955,14223,Yes,No,No,Yes
4/31/1958,14210,No,No,Yes,No
7/20/1974,14204,No,Yes,Yes,Yes
9/26/1920,14208,No,Yes,Yes,Yes
6/8/1975,14214,No,Yes,Yes,No
8/19/2003,14201,Yes,Yes,No,Yes
1/16/1965,14210,No,Yes,Yes,No
11/25/1921,14215,Yes,Yes,Yes,Yes
5/1/1941,14203,No,No,Yes,No
5/2/1906,14210,Yes,Yes,Yes,Yes
2/16/1980,14202,Yes,Yes,Yes,Yes
9/13/1941,14212,Yes,Yes,Yes,Yes
5/6/1988,14225,Yes,No,No,Yes
4/11/1975,14213,No,Yes,Yes,Yes
6/19/2006,14213,No,Yes,Yes,Yes
10/17/2006,14206,Yes,No,Yes,Yes
6/27/1941,14213,No,No,Yes,Yes
10/3/1973,14201,Yes,No,Yes,Yes
1/12/2005,14210,Yes,Yes,Yes,No
12/15/1993,14223,No,No,Yes,Yes
8/23/1948,14210,Yes,No,Yes,Yes
9/5/1904,14215,No,Yes,No,Yes
6/8/1959,14204,Yes,Yes,Yes,Yes
2/27/1933,14215,Yes,Yes,Yes,Yes
10/4/1936,14214,No,Yes,No,Yes
6/5/1923,14204,No,Yes,Yes,Yes
7/6/1977,14203,No,Yes,Yes,Yes
11/20/2005,14223,Yes,Yes,Yes,Yes
2/8/1951,14211,No,Yes,No,Yes
9/4/1967,14203,Yes,Yes,Yes,Yes
6/5/2000,14202,Yes,Yes,Yes,Yes
5/24/1951,14210,Yes,Yes,Yes,Yes
11/28/1921,14206,No,Yes,Yes,Yes
6/12/1930,14212,Yes,Yes,Yes,Yes
1/17/2006,14213,No,No,Yes,Yes
6/1/2002,14223,No,Yes,Yes,Yes
8/17/1958,14210,No,Yes,Yes,Yes
12/17/1941,14210,Yes,No,Yes,Yes
6/11/1955,14206,Yes,Yes,No,No
3/22/1926,14211,No,No,Yes,Yes
10/20/1962,14225,No,Yes,No,Yes
9/3/1978,14201,No,No,Yes,No
10/31/1961,14206,No,Yes,Yes,Yes
12/31/1990,14212,Yes,No,Yes,No
1/13/1955,14223,No,Yes,Yes,Yes
11/9/1975,14215,No,Yes,Yes,Yes
6/18/1913,14218,Yes,Yes,Yes,Yes
5/31/1939,14211,No,No,Yes,No
6/7/1934,14210,Yes,Yes,Yes,Yes
8/23/1973,14204,Yes,No,Yes,Yes
8/12/1925,14202,Yes,Yes,Yes,Yes
2/28/1949,14213,No,Yes,No,Yes
11/25/2006,14211,Yes,No,Yes,Yes
2/2/1940,14210,No,Yes,Yes,No
1/15/1983,14214,No,No,No,No
3/16/2002,14215,No,Yes,No,Yes
1/29/1981,14211,No,Yes,Yes,Yes
11/16/1972,14201,Yes,No,Yes,Yes
5/22/1967,14218,No,No,No,Yes
8/22/1906,14204,No,Yes,Yes,Yes
7/11/1959,14223,Yes,Yes,No,Yes
1/4/1990,14223,No,No,Yes,Yes
3/11/1961,14218,No,Yes,Yes,Yes
4/29/1961,14215,Yes,Yes,Yes,Yes
11/20/1969,14213,No,Yes,No,Yes
5/28/1928,14215,No,No,No,No
5/27/1968,14214,No,Yes,Yes,No
5/7/1969,14202,No,No,Yes,Yes
8/15/1958,14201,No,Yes,Yes,Yes
11/10/1976,14201,Yes,No,Yes,Yes
10/22/1903,14223,No,Yes,No,Yes
9/20/2005,14208,No,No,Yes,Yes
1/29/2008,14210,Yes,No,Yes,Yes
7/15/1977,14210,No,No,Yes,Yes
5/12/1964,14203,Yes,Yes,No,Yes
6/9/1980,14210,No,Yes,Yes,Yes
4/4/1952,14204,Yes,Yes,Yes,Yes
5/24/1948,14215,No,No,Yes,Yes
8/6/1946,14210,Yes,Yes,Yes,Yes
2/27/1994,14222,Yes,Yes,No,No
7/4/1949,14201,Yes,Yes,No,Yes
12/18/1908,14210,No,Yes,Yes,Yes
5/1/2004,14208,No,No,Yes,Yes
10/5/1957,14223,No,No,Yes,Yes
3/18/1918,14208,Yes,Yes,No,Yes
6/4/1931,14201,No,Yes,No,Yes
5/23/1947,14201,Yes,Yes,No,Yes
6/16/1997,14208,Yes,No,No,Yes
5/12/1988,14216,No,Yes,Yes,Yes
1/24/1975,14218,No,Yes,Yes,Yes
4/19/1908,14223,No,No,No,No
6/22/1999,14204,Yes,No,Yes,Yes
11/15/1985,14208,No,No,No,No
7/31/1932,14201,Yes,Yes,Yes,Yes
10/20/1997,14211,Yes,Yes,Yes,Yes
6/20/1928,14213,Yes,No,No,No
6/28/1900,14202,Yes,No,Yes,Yes
10/21/1984,14213,No,Yes,Yes,Yes
11/21/1981,14222,No,Yes,Yes,Yes
6/21/1931,14211,No,Yes,No,Yes
2/10/1989,14215,No,No,Yes,Yes
11/15/1926,14223,Yes,Yes,Yes,Yes
7/5/1933,14208,No,No,Yes,No
2/28/1993,14214,No,No,Yes,Yes
10/27/1902,14214,Yes,No,Yes,Yes
3/18/1981,14208,No,Yes,No,Yes
2/12/1990,14218,Yes,Yes,No,Yes
1/6/2002,14215,No,Yes,No,Yes
8/19/1947,14203,No,No,No,Yes
4/16/1965,14223,No,No,No,Yes
3/24/1981,14201,No,Yes,Yes,Yes
5/2/1911,14213,No,No,Yes,Yes
7/21/1924,14210,No,Yes,Yes,Yes
11/2/1989,14223,No,Yes,Yes,No
8/25/1931,14215,Yes,Yes,Yes,Yes
12/25/1960,14212,Yes,Yes,Yes,Yes
6/23/1907,14213,No,Yes,Yes,Yes
12/4/1972,14210,Yes,No,Yes,Yes
4/5/1913,14213,No,No,Yes,Yes
11/22/2000,14223,Yes,Yes,Yes,Yes
11/28/1980,14213,No,No,Yes,No
6/25/1919,14223,No,Yes,No,Yes
2/7/1933,14223,Yes,Yes,No,Yes
11/29/1944,14215,Yes,No,No,Yes
4/18/1953,14207,No,Yes,Yes,Yes
7/1/1981,14206,No,No,Yes,Yes
7/28/2001,14218,No,Yes,No,Yes
6/17/1984,14223,Yes,No,No,No
10/17/1985,14213,Yes,No,Yes,Yes
10/31/1964,14210,Yes,No,Yes,No
3/10/1900,14204,No,No,Yes,Yes
5/25/1905,14204,No,Yes,Yes,Yes
5/14/1992,14206,No,No,Yes,Yes
10/26/1963,14214,No,Yes,Yes,No
10/26/1963,14223,Yes,Yes,Yes,No
8/8/1946,14208,Yes,Yes,Yes,Yes
5/31/1917,14222,Yes,Yes,Yes,Yes
4/5/1987,14201,No,No,Yes,Yes
4/10/1913,14218,Yes,Yes,No,No
3/10/1923,14204,No,Yes,Yes,Yes
10/2/1936,14210,No,Yes,Yes,Yes
1/30/1986,14215,Yes,Yes,Yes,Yes
1/21/1953,14210,Yes,No,Yes,Yes
9/17/1923,14214,No,Yes,Yes,Yes
8/5/1949,14220,No,No,Yes,No
7/24/1930,14215,Yes,Yes,Yes,Yes
9/10/1931,14206,No,Yes,Yes,Yes
12/25/1999,14223,Yes,No,Yes,Yes
3/2/1951,14212,No,Yes,No,Yes
11/10/1955,14210,Yes,Yes,Yes,Yes
12/5/1986,14210,No,Yes,Yes,No
3/7/1955,14201,No,Yes,Yes,No
3/18/1915,14204,Yes,Yes,Yes,Yes
1/31/1902,14201,No,No,Yes,Yes
10/13/1932,14213,No,Yes,No,Yes
5/21/1991,14223,No,Yes,No,Yes
3/14/1966,14214,Yes,Yes,Yes,Yes
1/6/1956,14202,No,Yes,Yes,Yes
2/4/1951,14201,Yes,Yes,No,No
4/12/1936,14210,Yes,Yes,Yes,Yes
5/21/1911,14201,No,No,Yes,Yes
7/6/1935,14206,No,No,Yes,Yes
10/4/1965,14204,Yes,No,Yes,No
10/9/1950,14208,No,Yes,Yes,Yes
7/22/1953,14214,Yes,Yes,Yes,Yes
7/16/1926,14210,Yes,Yes,Yes,Yes
4/4/2001,14213,No,No,Yes,Yes
8/28/1957,14206,Yes,No,Yes,Yes
6/11/1901,14201,No,Yes,Yes,Yes
12/21/1907,14202,Yes,Yes,Yes,Yes
9/5/1997,14214,No,No,Yes,Yes
2/28/1975,14211,Yes,Yes,Yes,Yes
11/6/1936,14210,No,No,Yes,Yes
8/11/1913,14214,Yes,Yes,No,Yes
1/26/1989,14210,No,No,Yes,Yes
4/8/2009,14223,Yes,Yes,No,Yes
12/25/1901,14202,No,Yes,Yes,Yes
